,time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
61612, 2004-03-26T15:20:06.620Z, 41.863, 144.209, 22.4, 5.8, mwb, 490.0, 55.4, , 0.76, us, usp000cqy3, 2022-05-02T17:07:02.918Z, 124 km S of Kushiro, Japan, earthquake, , 7.5, , , reviewed, us, us
61648, 2004-03-18T19:25:41.760Z, 42.139, 143.882, 48.8, 5.0, mwc, 223.0, 115.1, , 0.79, us, usp000cq9g, 2016-11-10T00:29:05.887Z, 101 km SSW of Kushiro, Japan, earthquake, , , , , reviewed, us, hrv
61649, 2004-03-18T07:04:35.440Z, 42.298, 144.531, 38.3, 5.1, mwc, 229.0, 112.8, , 0.8, us, usp000cq84, 2016-11-10T00:29:05.267Z, 76 km S of Kushiro, Japan, earthquake, , 6.0, , , reviewed, us, hrv
61671, 2004-03-11T02:35:00.000Z, 36.297, 140.886, 48.9, 5.4, mwc, 242.0, 71.5, , 0.79, us, usp000cpmw, 2022-05-02T17:05:31.718Z, 27 km E of ?arai, Japan, earthquake, , 5.5, , , reviewed, us, hrv
61707, 2004-03-02T19:38:00.110Z, 42.931, 146.288, 37.1, 5.2, mwc, 236.0, 112.4, , 0.73, us, usp000cnxs, 2016-11-10T00:27:33.486Z, 72 km SE of Nemuro, Japan, earthquake, , , , , reviewed, us, hrv
61750, 2004-04-21T03:20:54.190Z, 31.614, 131.482, 32.6, 5.2, mwc, 88.0, 114.9, , 1.07, us, usp000ct11, 2022-05-02T17:58:42.007Z, 11 km E of Nichinan, Japan, earthquake, , , , , reviewed, us, hrv
61793, 2004-04-11T18:06:12.480Z, 42.918, 144.836, 41.8, 6.1, mwb, 531.0, 72.6, , 0.89, us, usp000cs8z, 2022-05-02T17:08:06.756Z, 38 km E of Kushiro, Japan, earthquake, , , , , reviewed, us, us
61811, 2004-04-07T13:47:02.650Z, 34.248, 140.314, 50.4, 5.1, mwc, 224.0, 84.7, , 0.67, us, usp000crxa, 2016-11-10T00:30:54.983Z, 91 km SSE of Tateyama, Japan, earthquake, , , , , reviewed, us, hrv
61825, 2004-04-03T23:02:00.870Z, 36.428, 141.008, 31.0, 6.0, mwc, 528.0, 39.3, , 0.74, us, usp000crmc, 2022-05-02T17:07:47.649Z, 37 km ESE of Hitachi, Japan, earthquake, , , , , reviewed, us, hrv
61840, 2004-05-29T20:56:09.600Z, 34.251, 141.406, 16.0, 6.5, mwb, 352.0, 66.0, , 0.99, us, usp000cwj8, 2022-05-02T17:12:48.602Z, 140 km SE of Katsuura, Japan, earthquake, , , , , reviewed, us, us
61843, 2004-05-29T03:47:10.770Z, 37.752, 141.881, 29.3, 5.8, mwc, 503.0, 85.6, , 0.8, us, usp000cwgp, 2022-05-02T17:12:46.524Z, 83 km ENE of Namie, Japan, earthquake, , , , , reviewed, us, hrv
61877, 2004-05-19T21:04:14.750Z, 27.338, 128.321, 60.1, 5.0, mwc, 240.0, 48.2, , 0.86, us, usp000cvkx, 2022-05-02T17:12:16.610Z, Ryukyu Islands, Japan, earthquake, , , , , reviewed, us, hrv
61895, 2004-05-16T07:21:03.600Z, 34.158, 141.42, 45.6, 5.1, mwc, 155.0, 84.2, , 0.81, us, usp000cv6e, 2016-11-10T00:34:54.195Z, 149 km SE of Katsuura, Japan, earthquake, , 7.1, , , reviewed, us, hrv
61928, 2004-05-06T13:43:12.890Z, 42.525, 145.021, 28.6, 5.5, mwb, 503.0, 80.4, , 0.8, us, usp000cu9x, 2022-05-02T17:10:38.741Z, 72 km SE of Kushiro, Japan, earthquake, , , , , reviewed, us, us
61929, 2004-05-06T13:40:18.170Z, 42.491, 145.021, 28.4, 5.4, mwc, 287.0, 80.4, , 0.65, us, usp000cu9w, 2016-11-10T00:33:36.625Z, 75 km SE of Kushiro, Japan, earthquake, , , , , reviewed, us, hrv
61977, 2004-06-20T05:39:02.970Z, 33.416, 140.629, 64.1, 5.1, mwc, 264.0, 95.4, , 0.74, us, usp000cyab, 2016-11-10T00:38:07.683Z, 187 km SSE of Tateyama, Japan, earthquake, , , , , reviewed, us, hrv
61990, 2004-06-16T01:42:44.920Z, 34.179, 141.613, 10.0, 5.0, mwc, 184.0, 50.2, , 0.85, us, usp000cxzw, 2016-11-10T00:37:47.679Z, 160 km SE of Katsuura, Japan, earthquake, , , , , reviewed, us, hrv
62005, 2004-06-10T18:12:09.290Z, 42.395, 142.958, 49.9, 5.8, mwc, 262.0, 34.2, , 0.8, us, usp000cxm8, 2022-05-02T17:13:57.076Z, 49 km E of Shizunai-furukawach?, Japan, earthquake, , , , , reviewed, us, hrv
62016, 2004-06-09T08:27:09.710Z, 34.285, 141.519, 40.9, 5.1, mwc, 242.0, 95.9, , 0.76, us, usp000cxge, 2016-11-10T00:37:11.743Z, 145 km SE of Katsuura, Japan, earthquake, , , , , reviewed, us, hrv
62034, 2004-06-01T03:08:48.200Z, 34.494, 141.391, 17.6, 5.3, mwc, 184.0, 69.7, , 0.84, us, usp000cwsr, 2016-11-10T00:36:35.073Z, 122 km SE of Katsuura, Japan, earthquake, , , , , reviewed, us, hrv
62057, 2004-07-24T18:54:58.270Z, 26.488, 128.754, 30.8, 5.5, mwb, 287.0, 54.3, , 0.93, us, usp000d0th, 2022-05-02T17:17:54.176Z, 77 km E of Nago, Japan, earthquake, , 6.3, , , reviewed, us, us
62060, 2004-07-22T09:45:14.900Z, 26.489, 128.894, 20.9, 6.1, mwb, 451.0, 32.4, , 0.92, us, usp000d0pa, 2022-05-02T17:17:53.093Z, 91 km E of Nago, Japan, earthquake, , 6.9, , , reviewed, us, us
62065, 2004-07-21T00:38:22.460Z, 40.979, 142.988, 32.2, 5.4, mwc, 263.0, 114.5, , 0.76, us, usp000d0k5, 2016-11-10T00:40:50.541Z, 136 km ENE of Hachinohe, Japan, earthquake, , , , , reviewed, us, hrv
62066, 2004-07-21T00:11:29.780Z, 40.972, 143.083, 30.4, 5.4, mwc, 274.0, 122.1, , 0.84, us, usp000d0k3, 2016-11-10T00:40:49.915Z, 143 km ENE of Hachinohe, Japan, earthquake, , , , , reviewed, us, hrv
62071, 2004-07-19T20:58:39.990Z, 42.554, 142.947, 108.4, 5.1, mwc, 298.0, 78.1, , 0.73, us, usp000d0gs, 2016-11-10T00:40:41.170Z, 45 km SSW of Obihiro, Japan, earthquake, , 4.8, , , reviewed, us, hrv
62080, 2004-07-17T06:10:18.070Z, 34.746, 140.218, 46.1, 5.6, mwc, 372.0, 40.6, , 0.83, us, usp000d0an, 2022-05-02T17:17:35.798Z, 40 km SSE of Kamogawa, Japan, earthquake, , , , , reviewed, us, hrv
62116, 2004-07-04T12:31:15.080Z, 42.13, 142.368, 70.8, 5.0, mwc, 385.0, 77.3, , 0.74, us, usp000czhx, 2016-11-10T00:39:29.751Z, 22 km S of Shizunai-furukawach?, Japan, earthquake, , , , , reviewed, us, hrv
62118, 2004-07-02T18:59:33.010Z, 40.961, 143.063, 45.3, 5.1, mwc, 194.0, 111.0, , 0.74, us, usp000cze6, 2016-11-10T00:39:21.074Z, 141 km ENE of Hachinohe, Japan, earthquake, , 4.8, , , reviewed, us, hrv
62163, 2004-08-20T21:19:58.660Z, 35.055, 141.117, 35.2, 5.1, mwc, 194.0, 50.4, , 0.6, us, usp000d2jh, 2016-11-10T00:43:24.010Z, 69 km ESE of ?hara, Japan, earthquake, , 4.4, , , reviewed, us, hrv
62164, 2004-08-20T20:33:04.150Z, 35.05, 141.115, 27.0, 5.3, mwc, 238.0, 39.6, , 0.72, us, usp000d2j9, 2016-11-10T00:43:23.304Z, 69 km ESE of ?hara, Japan, earthquake, , 9.4, , , reviewed, us, hrv
62166, 2004-08-20T17:37:53.710Z, 23.934, 123.374, 26.0, 5.4, mwc, 149.0, 85.2, , 1.1, us, usp000d2hv, 2022-05-02T17:22:59.707Z, 70 km SSE of Yonakuni, Japan, earthquake, , , , , reviewed, us, hrv
62174, 2004-08-17T03:01:50.550Z, 41.482, 143.4, 36.0, 5.1, mwc, 296.0, 118.8, , 0.85, us, usp000d2a6, 2022-05-02T17:22:45.304Z, 127 km SE of Shizunai-furukawach?, Japan, earthquake, , 5.6, , , reviewed, us, hrv
62190, 2004-08-10T06:13:33.240Z, 39.633, 141.956, 69.7, 5.7, mwb, 529.0, 72.1, , 0.72, us, usp000d1vq, 2022-05-02T18:08:25.968Z, 2 km SE of Miyako, Japan, earthquake, , 4.2, , , reviewed, us, us
62236, 2004-09-28T10:43:43.210Z, 32.41, 141.312, 47.0, 5.2, mwc, 142.0, 91.8, , 0.77, us, usp000d57g, 2016-11-10T00:47:07.591Z, Izu Islands, Japan region, earthquake, , 7.4, , , reviewed, us, hrv
62237, 2004-09-28T10:41:50.500Z, 32.426, 141.202, 43.6, 5.3, mwc, 170.0, 91.6, , 0.69, us, usp000d57f, 2016-11-10T00:47:07.034Z, Izu Islands, Japan region, earthquake, , 6.4, , , reviewed, us, hrv
62249, 2004-09-23T01:55:23.890Z, 25.075, 127.147, 20.8, 5.3, mwb, 231.0, 59.7, , 0.87, us, usp000d4w2, 2016-11-10T00:46:41.949Z, 127 km SSW of Itoman, Japan, earthquake, , 8.8, , , reviewed, us, us
62289, 2004-09-10T04:22:10.110Z, 42.392, 142.954, 51.8, 5.0, mwc, 347.0, 110.9, , 0.76, us, usp000d40w, 2022-05-02T17:26:53.587Z, 48 km E of Shizunai-furukawach?, Japan, earthquake, , , , , reviewed, us, hrv
62290, 2004-09-10T02:05:57.830Z, 33.059, 136.497, 10.0, 5.6, mwc, 237.0, 89.6, , 0.98, us, usp000d40p, 2022-05-02T17:26:48.327Z, 88 km SSE of Shing?, Japan, earthquake, , , , , reviewed, us, hrv
62294, 2004-09-08T14:58:25.830Z, 33.14, 137.2, 21.2, 6.1, mwb, 574.0, 36.1, , 0.86, us, usp000d3x4, 2022-05-02T18:09:24.900Z, 130 km ESE of Shing?, Japan, earthquake, , 9.2, , , reviewed, us, us
62295, 2004-09-08T14:40:10.420Z, 32.947, 137.253, 23.9, 5.4, mwc, 213.0, 98.1, , 0.75, us, usp000d3x3, 2016-11-09T05:17:58.302Z, 146 km SE of Shing?, Japan, earthquake, , 9.9, , , reviewed, us, hrv
62298, 2004-09-07T18:36:20.270Z, 33.237, 137.092, 10.0, 5.6, mwc, 335.0, 84.1, , 0.71, us, usp000d3vf, 2022-05-02T17:26:33.841Z, 116 km ESE of Shing?, Japan, earthquake, , , , , reviewed, us, hrv
62305, 2004-09-07T06:10:02.680Z, 33.166, 137.16, 10.0, 5.1, mwc, 220.0, 90.6, , 0.63, us, usp000d3tz, 2016-11-10T00:45:18.037Z, 126 km ESE of Shing?, Japan, earthquake, , , , , reviewed, us, hrv
62308, 2004-09-06T23:29:35.090Z, 33.205, 137.227, 10.0, 6.6, mwc, 478.0, 29.8, , 0.84, us, usp000d3sx, 2022-05-02T17:26:03.260Z, 129 km ESE of Shing?, Japan, earthquake, , , , , reviewed, us, hrv
62319, 2004-09-05T20:30:59.810Z, 33.247, 136.804, 10.0, 5.7, mwc, 192.0, 76.7, , 1.15, us, usp000d3ns, 2022-05-02T17:25:30.651Z, 93 km SE of Shing?, Japan, earthquake, , , , , reviewed, us, hrv
62320, 2004-09-05T14:57:32.270Z, 33.202, 137.101, 15.0, 6.51, mw, , , , , iscgem, iscgem7398408, 2022-05-02T17:25:24.288Z, 119 km ESE of Shing?, Japan, earthquake, , 7.6, 0.61, , reviewed, iscgem, iscgem
62321, 2004-09-05T14:57:18.610Z, 33.184, 137.071, 10.0, 7.4, mwb, 594.0, 27.5, , 0.91, us, usp000d3mb, 2022-05-02T17:25:17.719Z, 118 km ESE of Shing?, Japan, earthquake, , , , , reviewed, us, us
62322, 2004-09-05T13:25:45.090Z, 33.286, 136.403, 10.0, 5.1, mwr, 11.0, 132.9, , 0.72, us, usp000d3m0, 2014-11-07T01:23:25.795Z, 63 km SE of Shing?, Japan, earthquake, , , , , reviewed, us, nied
62324, 2004-09-05T10:17:33.270Z, 32.941, 136.833, 10.0, 5.1, mb, 46.0, 94.2, , 0.68, us, usp000d3kb, 2014-11-07T01:23:25.715Z, 118 km SE of Shing?, Japan, earthquake, , , , 13.0, reviewed, us, us
62325, 2004-09-05T10:07:07.820Z, 33.07, 136.618, 14.0, 7.2, mwc, 643.0, 28.4, , 0.89, us, usp000d3ka, 2022-05-02T17:25:16.236Z, 94 km SE of Shing?, Japan, earthquake, , , , , reviewed, us, hrv
62341, 2004-09-01T11:07:24.080Z, 28.778, 130.098, 51.4, 5.2, mwc, 63.0, 98.4, , 1.16, us, usp000d3bj, 2022-05-02T17:24:48.457Z, 75 km NE of Naze, Japan, earthquake, , 7.3, , , reviewed, us, hrv
62343, 2004-09-01T02:49:28.610Z, 36.959, 141.607, 34.9, 5.7, mwc, 304.0, 45.7, , 0.77, us, usp000d3ar, 2022-05-02T17:24:42.596Z, 65 km E of Iwaki, Japan, earthquake, , , , , reviewed, us, hrv
62350, 2004-10-28T04:54:29.080Z, 29.577, 140.543, 124.6, 5.0, mwr, 97.0, 95.3, , 0.68, us, usp000d77w, 2014-11-07T01:23:49.988Z, Izu Islands, Japan region, earthquake, , , , , reviewed, us, nied
62354, 2004-10-27T01:40:50.260Z, 37.284, 138.885, 14.1, 6.0, mwb, 499.0, 64.0, , 0.9, us, usp000d75k, 2022-05-02T17:31:29.815Z, 7 km ESE of Ojiya, Japan, earthquake, , , , , reviewed, us, us
62368, 2004-10-24T21:04:57.060Z, 37.308, 138.701, 11.0, 5.7, mwb, 651.0, 26.4, , 0.93, us, usp000d70d, 2022-05-02T17:31:21.375Z, 8 km W of Ojiya, Japan, earthquake, , , , , reviewed, us, us
62369, 2004-10-24T15:28:08.840Z, 37.187, 138.676, 13.2, 5.2, mwc, 324.0, 98.8, , 0.68, us, usp000d6zp, 2022-05-02T17:31:20.290Z, 10 km NW of T?kamachi, Japan, earthquake, , , , , reviewed, us, hrv
62374, 2004-10-23T14:34:45.960Z, 37.286, 138.732, 14.5, 5.2, mwc, 393.0, 108.3, , 0.78, us, usp000d6wu, 2022-05-02T18:08:34.334Z, 6 km WSW of Ojiya, Japan, earthquake, , , , , reviewed, us, hrv
62375, 2004-10-23T12:44:28.390Z, 37.24, 138.897, 10.8, 5.2, mwc, 152.0, 115.7, , 0.81, us, usp000d6wm, 2022-05-02T18:08:33.136Z, 10 km SE of Ojiya, Japan, earthquake, , , , , reviewed, us, hrv
62376, 2004-10-23T10:45:57.000Z, 37.305, 138.655, 10.0, 5.7, mwc, 485.0, 63.9, , 0.85, us, usp000d6w8, 2022-05-02T18:08:31.867Z, 11 km SE of Kashiwazaki, Japan, earthquake, , , , , reviewed, us, hrv
62377, 2004-10-23T10:36:45.810Z, 37.225, 138.64, 10.0, 5.7, mwc, 294.0, 109.3, , 0.72, us, usp000d6w7, 2022-05-02T18:08:30.637Z, 15 km NW of T?kamachi, Japan, earthquake, , , , , reviewed, us, hrv
62378, 2004-10-23T09:57:26.420Z, 37.193, 138.745, 10.0, 5.6, mwc, 146.0, 112.8, , 0.61, us, usp000d6w3, 2022-05-02T18:08:29.385Z, 6 km NNW of T?kamachi, Japan, earthquake, , , , , reviewed, us, hrv
62379, 2004-10-23T09:34:04.990Z, 37.318, 138.808, 10.0, 6.3, mwc, 547.0, 63.9, , 0.82, us, usp000d6vu, 2022-05-02T17:31:19.206Z, 2 km NNE of Ojiya, Japan, earthquake, , , , , reviewed, us, hrv
62380, 2004-10-23T09:11:57.420Z, 37.239, 138.608, 18.0, 5.8, mwc, 450.0, 62.8, , 0.82, us, usp000d6vq, 2022-05-02T18:08:28.286Z, 15 km SSE of Kashiwazaki, Japan, earthquake, , , , , reviewed, us, hrv
62381, 2004-10-23T09:07:31.290Z, 37.285, 138.772, 10.0, 5.4, mwr, 173.0, 115.8, , 0.68, us, usp000d6vp, 2014-11-07T01:23:47.981Z, 2 km SW of Ojiya, Japan, earthquake, , , , , reviewed, us, nied
62382, 2004-10-23T09:03:12.530Z, 37.318, 138.816, 10.5, 6.1, mwc, 577.0, 63.9, , 0.91, us, usp000d6vn, 2022-05-02T18:08:27.167Z, 2 km NE of Ojiya, Japan, earthquake, , , , , reviewed, us, hrv
62383, 2004-10-23T08:59:37.350Z, 37.268, 138.866, 10.0, 5.7, mb, 77.0, 57.2, , 0.76, us, usp000d6vm, 2020-09-18T20:07:38.965Z, 6 km ESE of Ojiya, Japan, earthquake, , , , 21.0, reviewed, us, us
62384, 2004-10-23T08:56:00.860Z, 37.226, 138.779, 16.0, 6.6, mwc, 782.0, 37.0, , 1.1, us, usp000d6vk, 2022-05-02T17:31:12.926Z, 8 km SSW of Ojiya, Japan, earthquake, , , , , reviewed, us, hrv
62396, 2004-10-19T00:46:39.960Z, 30.575, 138.469, 408.7, 5.1, mwc, 206.0, 84.1, , 0.67, us, usp000d6mw, 2016-11-09T23:45:19.496Z, Izu Islands, Japan region, earthquake, , 4.6, , , reviewed, us, hrv
62400, 2004-10-16T18:54:43.560Z, 36.237, 141.305, 47.0, 5.8, mwb, 317.0, 101.0, , 0.79, us, usp000d6gu, 2022-05-02T17:30:38.706Z, 65 km E of ?arai, Japan, earthquake, , 5.6, , , reviewed, us, us
62402, 2004-10-16T17:19:19.830Z, 36.189, 141.343, 33.6, 5.4, mwc, 307.0, 88.9, , 0.7, us, usp000d6gr, 2016-11-10T00:49:07.678Z, 67 km ENE of Kashima-shi, Japan, earthquake, , , , , reviewed, us, hrv
62407, 2004-10-15T04:08:50.240Z, 24.53, 122.694, 94.0, 6.7, mwb, 698.0, 24.7, , 0.85, us, usp000d6dm, 2022-07-14T20:00:43.703Z, 31 km WNW of Yonakuni, Japan, earthquake, , 4.4, , , reviewed, us, us
62413, 2004-10-13T19:22:48.400Z, 24.987, 141.016, 175.1, 5.2, mwc, 167.0, 70.2, , 1.01, us, usp000d6b3, 2016-11-10T00:48:47.464Z, Volcano Islands, Japan region, earthquake, , , , , reviewed, us, hrv
62420, 2004-10-11T05:09:36.420Z, 31.168, 135.404, 502.2, 5.3, mwc, 279.0, 81.4, , 0.82, us, usp000d66c, 2016-11-09T23:41:52.523Z, 262 km SSE of Muroto-misakicho, Japan, earthquake, , 4.4, , , reviewed, us, hrv
62434, 2004-10-07T19:26:43.550Z, 42.411, 143.037, 48.4, 5.2, mwc, 241.0, 103.7, , 0.72, us, usp000d5yy, 2022-05-02T17:29:46.168Z, 55 km E of Shizunai-furukawach?, Japan, earthquake, , , , , reviewed, us, hrv
62441, 2004-10-06T14:40:39.920Z, 35.95, 139.919, 64.0, 5.8, mwc, 405.0, 81.3, , 0.76, us, usp000d5w4, 2022-07-14T20:05:41.028Z, 4 km E of Noda, Japan, earthquake, , , , , reviewed, us, hrv
62442, 2004-10-06T11:34:00.320Z, 27.972, 128.014, 37.1, 5.1, mwr, 36.0, 111.5, , 1.37, us, usp000d5vw, 2014-11-07T01:23:42.610Z, 150 km N of Nago, Japan, earthquake, , 10.7, , , reviewed, us, nied
62456, 2004-10-02T18:14:01.460Z, 28.07, 128.081, 58.9, 5.1, mwr, 42.0, 103.6, , 1.14, us, usp000d5mk, 2014-11-07T01:23:40.808Z, Ryukyu Islands, Japan, earthquake, , 12.1, , , reviewed, us, nied
62457, 2004-10-02T15:22:11.420Z, 27.934, 127.906, 40.5, 5.0, mwc, 43.0, 104.5, , 1.07, us, usp000d5kw, 2022-05-02T17:29:07.286Z, 146 km N of Nago, Japan, earthquake, , 10.3, , , reviewed, us, hrv
62466, 2004-11-29T08:00:22.170Z, 43.006, 145.292, 41.5, 5.0, mwc, 212.0, 110.6, , 0.59, us, usp000d9jn, 2016-11-10T00:53:35.956Z, 42 km SSW of Nemuro, Japan, earthquake, , , , , reviewed, us, hrv
62468, 2004-11-28T18:36:41.830Z, 42.984, 145.083, 39.5, 5.9, mwr, 98.0, 110.7, , 1.0, us, usp000d9h3, 2022-05-02T15:56:33.680Z, 54 km SW of Nemuro, Japan, earthquake, , , , , reviewed, us, nied
62469, 2004-11-28T18:32:14.130Z, 43.006, 145.119, 39.0, 7.0, mwb, 929.0, 23.9, , 0.79, us, usp000d9h1, 2022-07-14T19:27:10.702Z, 51 km SW of Nemuro, Japan, earthquake, , , , , reviewed, us, us
62482, 2004-11-26T22:42:37.320Z, 42.377, 142.899, 58.0, 5.7, mwb, 414.0, 93.1, , 0.78, us, usp000d9bd, 2022-05-02T17:35:02.242Z, 44 km E of Shizunai-furukawach?, Japan, earthquake, , 3.8, , , reviewed, us, us
62491, 2004-11-25T23:11:30.920Z, 32.585, 142.282, 47.7, 5.0, mwc, 156.0, 102.6, , 0.76, us, usp000d96q, 2016-11-10T00:53:10.941Z, Izu Islands, Japan region, earthquake, , , , , reviewed, us, hrv
62506, 2004-11-22T14:57:37.560Z, 41.803, 143.983, 26.7, 5.1, mwc, 206.0, 110.2, , 0.95, us, usp000d8yw, 2016-11-10T00:52:53.674Z, 134 km SSW of Kushiro, Japan, earthquake, , , , , reviewed, us, hrv
62548, 2004-11-14T18:44:14.220Z, 41.715, 144.049, 25.0, 5.5, mwc, 320.0, 114.4, , 0.87, us, usp000d8f8, 2016-11-10T00:52:02.075Z, 142 km S of Kushiro, Japan, earthquake, , , , , reviewed, us, hrv
62549, 2004-11-14T17:57:39.140Z, 41.7, 144.054, 20.0, 5.0, mwc, 131.0, 134.5, , 0.91, us, usp000d8f6, 2016-11-10T00:52:01.586Z, 144 km S of Kushiro, Japan, earthquake, , , , , reviewed, us, hrv
62550, 2004-11-14T17:37:42.630Z, 41.693, 144.054, 16.6, 5.2, mwc, 277.0, 110.4, , 0.86, us, usp000d8f4, 2016-11-10T00:52:01.086Z, 144 km S of Kushiro, Japan, earthquake, , 12.6, , , reviewed, us, hrv
62585, 2004-11-11T10:02:47.330Z, 42.139, 144.344, 32.8, 6.1, mwb, 636.0, 88.7, , 0.77, us, usp000d84n, 2022-05-02T17:32:18.689Z, 92 km S of Kushiro, Japan, earthquake, , 7.2, , , reviewed, us, us
62596, 2004-11-09T18:43:08.400Z, 37.368, 138.825, 10.3, 5.1, mwc, 211.0, 105.5, , 0.78, us, usp000d818, 2022-05-02T17:32:05.320Z, 7 km NNE of Ojiya, Japan, earthquake, , 6.9, , , reviewed, us, hrv
62599, 2004-11-08T19:38:10.910Z, 24.079, 122.55, 28.2, 5.2, mwc, 193.0, 51.4, , 0.57, us, usp000d7yz, 2016-11-10T00:51:24.216Z, 62 km SW of Yonakuni, Japan, earthquake, , 6.2, , , reviewed, us, hrv
62600, 2004-11-08T15:55:01.150Z, 24.104, 122.542, 29.0, 6.3, mwc, 510.0, 28.9, , 1.03, us, usp000d7yk, 2022-07-14T19:50:55.848Z, 61 km SW of Yonakuni, Japan, earthquake, , , , , reviewed, us, hrv
62601, 2004-11-08T15:07:24.500Z, 33.721, 138.403, 10.0, 5.6, mwc, 360.0, 36.0, , 0.76, us, usp000d7ye, 2022-05-02T15:55:23.788Z, 99 km S of ?yama, Japan, earthquake, , , , , reviewed, us, hrv
62602, 2004-11-08T10:03:07.470Z, 26.884, 140.797, 52.5, 5.0, mwr, 51.0, 81.9, , 0.84, us, usp000d7xy, 2014-11-07T01:23:57.279Z, Bonin Islands, Japan region, earthquake, , 11.0, , , reviewed, us, nied
62604, 2004-11-08T02:27:10.430Z, 37.327, 138.836, 10.0, 5.0, mwc, 141.0, 105.4, , 0.92, us, usp000d7x7, 2016-11-10T00:51:20.639Z, 4 km NE of Ojiya, Japan, earthquake, , , , , reviewed, us, hrv
62605, 2004-11-08T02:15:58.840Z, 37.396, 138.862, 10.0, 5.5, mwb, 382.0, 84.4, , 0.74, us, usp000d7x5, 2022-07-14T19:53:24.861Z, 6 km S of Nagaoka, Japan, earthquake, , , , , reviewed, us, us
62610, 2004-11-05T17:53:21.400Z, 37.338, 138.884, 10.0, 5.1, mwc, 155.0, 105.5, , 0.81, us, usp000d7rg, 2022-05-02T17:31:52.575Z, 8 km ENE of Ojiya, Japan, earthquake, , , , , reviewed, us, hrv
62618, 2004-11-03T23:57:28.180Z, 37.434, 138.752, 10.0, 5.3, mwc, 193.0, 102.1, , 0.74, us, usp000d7nc, 2022-05-02T17:31:46.049Z, 8 km WSW of Nagaoka, Japan, earthquake, , , , , reviewed, us, hrv
62624, 2004-11-02T13:04:24.360Z, 38.837, 142.77, 23.1, 5.2, mwc, 195.0, 105.8, , 0.87, us, usp000d7hn, 2016-11-10T00:50:46.481Z, 92 km ESE of Kamaishi, Japan, earthquake, , , , , reviewed, us, hrv
62629, 2004-11-02T08:45:56.280Z, 28.702, 143.214, 10.0, 5.7, mwb, 277.0, 46.5, , 0.8, us, usp000d7gw, 2022-05-02T17:31:41.422Z, Bonin Islands, Japan region, earthquake, , , , , reviewed, us, us
62640, 2004-12-30T13:29:45.170Z, 38.921, 141.493, 70.8, 5.0, mwc, 125.0, 113.1, , 0.78, us, usp000dc78, 2022-07-14T18:55:35.840Z, 25 km SW of ?funato, Japan, earthquake, , , , , reviewed, us, hrv
62649, 2004-12-29T18:31:08.240Z, 28.967, 130.59, 45.6, 5.4, mwr, 16.0, 133.8, , 0.95, us, usp000dc52, 2014-11-07T01:24:27.148Z, 126 km ENE of Naze, Japan, earthquake, , 29.8, , , reviewed, us, nied
62653, 2004-12-29T13:58:50.260Z, 38.455, 142.018, 44.5, 5.7, mwc, 190.0, 105.0, , 0.93, us, usp000dc4e, 2022-07-14T18:59:15.646Z, 62 km E of Ishinomaki, Japan, earthquake, , , , , reviewed, us, hrv
62654, 2004-12-29T13:20:29.280Z, 28.919, 130.444, 38.0, 5.7, mwb, 159.0, 65.4, , 1.02, us, usp000dc4c, 2022-05-02T18:08:36.672Z, 112 km ENE of Naze, Japan, earthquake, , 7.3, , , reviewed, us, us
62900, 2004-12-21T15:34:28.130Z, 42.955, 145.414, 37.4, 5.6, mwb, 444.0, 96.2, , 0.77, us, usp000db5d, 2022-05-02T17:38:18.752Z, 42 km SSW of Nemuro, Japan, earthquake, , , , , reviewed, us, us
62911, 2004-12-19T05:22:49.910Z, 36.382, 141.4, 37.0, 5.2, mwc, 100.0, 119.4, , 0.98, us, usp000db06, 2016-11-10T00:55:25.193Z, 71 km ESE of Hitachi, Japan, earthquake, , , , , reviewed, us, hrv
62922, 2004-12-16T00:10:03.400Z, 24.129, 122.374, 35.9, 5.1, mwc, 119.0, 79.1, , 0.91, us, usp000dat5, 2016-11-10T00:55:08.328Z, 73 km WSW of Yonakuni, Japan, earthquake, , 7.4, , , reviewed, us, hrv
62925, 2004-12-14T05:56:10.040Z, 44.119, 141.793, 10.0, 5.8, mwb, 494.0, 95.9, , 0.91, us, usp000danq, 2022-07-14T19:12:21.308Z, 23 km NNE of Rumoi, Japan, earthquake, , , , , reviewed, us, us
62926, 2004-12-13T17:27:03.000Z, 31.822, 129.322, 16.3, 5.1, mwc, 74.0, 105.3, , 0.97, us, usp000damg, 2022-05-02T17:37:02.125Z, 78 km WSW of Ushibukamachi, Japan, earthquake, , , , , reviewed, us, hrv
62934, 2004-12-12T05:28:45.970Z, 31.756, 128.865, 10.0, 5.0, mwc, 70.0, 110.7, , 1.53, us, usp000dah2, 2022-05-02T18:08:35.563Z, 104 km S of Fukuech?, Japan, earthquake, , 0.0, , , reviewed, us, hrv
62952, 2004-12-06T14:15:11.890Z, 42.9, 145.228, 35.0, 6.8, mwb, 759.0, 23.6, , 0.76, us, usp000da6m, 2022-07-14T19:19:43.817Z, 54 km SSW of Nemuro, Japan, earthquake, , , , , reviewed, us, us
63075, 2005-01-27T12:54:01.650Z, 25.52, 126.193, 60.3, 5.0, mwr, 20.0, 110.1, , 1.07, us, usp000dem5, 2014-11-07T01:24:45.893Z, 119 km NE of Hirara, Japan, earthquake, , 11.6, , , reviewed, us, nied
